METER_CODE,FOLIO_NUMBER,ORDERED_QUANTITY,COMMITTED_NET_QUANTITY,GROSS_UNACCOUNTED,GROSS_THRUPUT,ACTUAL_GROSS_THRUPUT,serka,serka2,serka3
MTR_203,20221114,216000,201674,5,202832,202837,13168,-1158,-1163
MTR_203,20221115,219100,207624,5,208848,208853,10252,-1224,-1229
MTR_203,20221116,286000,282026,11,283776,283787,2224,-1750,-1761
MTR_203,20221117,279000,260210,8,261830,261838,17170,-1620,-1628
MTR_203,20221118,318810,302806,6,293819,293825,24991,8987,8981
MTR_203,20221119,215000,205723,8,206865,206873,8135,-1142,-1150
MTR_203,20221121,281000,279447,7,280836,280843,164,-1389,-1396
MTR_203,20221122,276000,274476,5,275862,275867,138,-1386,-1391
MTR_203,20221123,308000,289430,7,282862,282869,25138,6568,6561
MTR_203,20221124,193000,173092,3,173871,173874,19129,-779,-782
MTR_203,20221125,323000,313273,2,314811,314813,8189,-1538,-1540
MTR_203,20221126,149000,148148,1,148923,148924,77,-775,-776
MTR_203,20221128,231000,208907,2,209888,209890,21112,-981,-983
MTR_203,20221129,157000,146313,2,146926,146928,10074,-613,-615
MTR_203,20221130,171000,161315,2007,154914,156921,16086,6401,4394
MTR_203,20221201,213000,202190,6,202901,202907,10099,-711,-717
MTR_203,20221202,310000,308911,10,309789,309799,211,-878,-888
MTR_203,20221203,242000,239272,5,239847,239852,2153,-575,-580
MTR_203,20221204,18000,17948,-1,17993,17992,7,-45,-44
MTR_203,20221205,308000,304122,5,304805,304810,3195,-683,-688
MTR_203,20221206,325000,323785,6,324812,324818,188,-1027,-1033
MTR_203,20221207,363000,335728,6,336802,336808,26198,-1074,-1080
MTR_203,20221208,352000,279951,1,280853,280854,71147,-902,-903
MTR_203,20221209,262000,226189,3,226915,226918,35085,-726,-729
MTR_203,20221210,182000,160431,2,160928,160930,21072,-497,-499
MTR_203,20221212,161000,146460,2,146937,146939,14063,-477,-479
MTR_203,20221213,79000,78673,3,78948,78951,52,-275,-278
MTR_203,20221214,128000,121488,3,121920,121923,6080,-432,-435
MTR_203,20221215,97000,96609,-1,96953,96952,47,-344,-343
MTR_203,20221216,338000,319813,7,322996,323003,15004,-3183,-3190
MTR_203,20221217,272000,255075,7,255844,255851,16156,-769,-776
MTR_203,20221218,38000,9965,-1,7052,7051,30948,2913,2914
MTR_203,20221219,380000,363656,4,364731,364735,15269,-1075,-1079
MTR_203,20221220,432000,379635,6,384104,384110,47896,-4469,-4475
MTR_203,20221221,298000,264105,6,259629,259635,38371,4476,4470
MTR_203,20221222,203000,185381,4,185889,185893,17111,-508,-512
MTR_203,20221223,489000,418661,8,432702,432710,56298,-14041,-14049
MTR_203,20221224,270000,188416,3,188907,188910,81093,-491,-494
MTR_203,20221226,276000,264179,3,269575,269578,6425,-5396,-5399
MTR_203,20221227,434000,413740,9,414806,414815,19194,-1066,-1075
MTR_203,20221228,295000,294263,8,294817,294825,183,-554,-562
MTR_203,20221229,478000,411232,8,416924,416932,61076,-5692,-5700
MTR_203,20221230,388000,372291,10,368540,368550,19460,3751,3741
MTR_203,20221231,129000,126519,6,126915,126921,2085,-396,-402
MTR_203,20230101,10000,9963,0,9992,9992,8,-29,-29
MTR_203,20230102,304000,303114,10,303783,303793,217,-669,-679
MTR_203,20230103,300000,299137,6,299805,299811,195,-668,-674
MTR_203,20230104,39000,38891,-1,38963,38962,37,-72,-71
MTR_203,20230109,342000,311135,453540,311962,765502,30038,-827,-454367
MTR_203,20230110,328000,315031,5,315938,315943,12062,-907,-912
MTR_203,20230111,139000,138568,0,138977,138977,23,-409,-409
MTR_203,20230112,274000,217351,1,217979,217980,56021,-628,-629
MTR_203,20230113,416000,332843,0,332911,332911,83089,-68,-68
MTR_203,20230114,218000,208774,1,208963,208964,9037,-189,-190
MTR_203,20230115,18000,17982,0,17998,17998,2,-16,-16
MTR_203,20230116,283000,261751,5,258951,258956,24049,2800,2795
MTR_203,20230117,387000,367656,5,367963,367968,19037,-307,-312
MTR_203,20230118,189000,188868,2,188988,188990,12,-120,-122
MTR_203,20230119,270000,254155,4,253925,253929,16075,230,226
MTR_203,20230120,364000,352319,4,354520,354524,9480,-2201,-2205
MTR_203,20230121,203000,195952,5,195958,195963,7042,-6,-11
MTR_203,20230123,253000,240982,5,240938,240943,12062,44,39
MTR_203,20230124,395000,327033,-2,325940,325938,69060,1093,1095
MTR_203,20230125,222000,222166,3,221971,221974,29,195,192
MTR_203,20230126,230000,214301,5,213973,213978,16027,328,323
MTR_203,20230127,258000,258289,2,257989,257991,11,300,298
MTR_203,20230128,175000,175303,5,174990,174995,10,313,308
MTR_203,20230130,401000,373488,4,372884,372888,28116,604,600
MTR_203,20230131,304000,281358,3,280936,280939,23064,422,419
MTR_203,20230201,222000,207262,1,206901,206902,15099,361,360
MTR_203,20230202,264000,251282,3,250935,250938,13065,347,344
MTR_203,20230203,266000,266316,1,265942,265943,58,374,373
MTR_203,20230204,158000,155163,1,154965,154966,3035,198,197
MTR_203,20230206,282000,277268,5,276916,276921,5084,352,347
MTR_203,20230207,303000,290285,2,289906,289908,13094,379,377
MTR_203,20230208,257000,253351,8656,263294,271950,-6294,-9943,-18599
MTR_203,20230209,399000,353462,-8654,342570,333916,56430,10892,19546
MTR_203,20230210,276000,266228,3,265929,265932,10071,299,296
MTR_203,20230211,153000,138134,3,137982,137985,15018,152,149
MTR_203,20230213,223000,204170,0,203954,203954,19046,216,216
MTR_203,20230214,385000,152121,3,151973,151976,233027,148,145
MTR_203,20230215,193000,193140,2,185978,185980,7022,7162,7160
MTR_203,20230216,364000,357249,-3,356992,356989,7008,257,260
MTR_203,20230217,433000,399248,2,398989,398991,34011,259,257
MTR_203,20230218,269000,269153,2,268970,268972,30,183,181
MTR_203,20230220,402000,307121,9523,319028,328551,82972,-11907,-21430
MTR_203,20230221,430000,418141,2,403929,403931,26071,14212,14210
MTR_203,20230222,364000,350423,5,350939,350944,13061,-516,-521
MTR_203,20230223,314000,291238,4,287970,287974,26030,3268,3264
MTR_203,20230224,409000,408028,3,408910,408913,90,-882,-885
MTR_203,20230225,292000,284398,2,284941,284943,7059,-543,-545
MTR_203,20230226,11000,10980,-1,10999,10998,1,-19,-18
MTR_203,20230227,305000,253562,0,253962,253962,51038,-400,-400
MTR_203,20230228,148000,138781,2,138974,138976,9026,-193,-195
MTR_203,20230301,359000,352514,4,352959,352963,6041,-445,-449
MTR_203,20230302,503000,502597,6,502929,502935,71,-332,-338
MTR_203,20230303,468000,442774,1,442968,442969,25032,-194,-195
MTR_203,20230304,484000,453831,3,453983,453986,30017,-152,-155
MTR_203,20230306,456000,429874,2,429903,429905,26097,-29,-31
MTR_203,20230307,339000,325807,0,325936,325936,13064,-129,-129
MTR_203,20230308,458990,331720,7,328959,328966,130031,2761,2754
MTR_203,20230309,290000,280771,0,280983,280983,9017,-212,-212
MTR_203,20230310,435000,422704,-1,422974,422973,12026,-270,-269
MTR_203,20230311,280000,264883,1,264985,264986,15015,-102,-103
MTR_203,20230313,541000,405716,7,403971,403978,137029,1745,1738
MTR_203,20230314,570000,398655,5,398926,398931,171074,-271,-276
MTR_203,20230315,370000,369700,8,369944,369952,56,-244,-252
MTR_203,20230316,281000,278645,3,280939,280942,61,-2294,-2297
MTR_203,20230317,409100,379002,0,375987,375987,33113,3015,3015
MTR_203,20230318,211000,199400,3,199960,199963,11040,-560,-563
MTR_203,20230320,470000,458984,0,460899,460899,9101,-1915,-1915
MTR_203,20230321,447000,439117,9,440905,440914,6095,-1788,-1797
MTR_203,20230322,512100,484076,5,485961,485966,26139,-1885,-1890
MTR_203,20230323,343000,337626,5,338963,338968,4037,-1337,-1342
MTR_203,20230324,332000,330663,4,331955,331959,45,-1292,-1296
MTR_203,20230325,164000,153399,3998,168951,172949,-4951,-15552,-19550
MTR_203,20230327,346000,312743,8,305929,305937,40071,6814,6806
MTR_203,20230328,130000,129508,1,129989,129990,11,-481,-482
MTR_203,20230329,139000,138494,1,138956,138957,44,-462,-463
MTR_203,20230330,105000,104744,4,104969,104973,31,-225,-229
MTR_203,20230331,172000,161611,2,161966,161968,10034,-355,-357
MTR_203,20230401,373000,364114,0,364914,364914,8086,-800,-800
MTR_203,20230403,389000,362079,6,362908,362914,26092,-829,-835
MTR_203,20230404,315000,314092,0,314946,314946,54,-854,-854
MTR_203,20230405,852000,384877,8,385932,385940,466068,-1055,-1063
MTR_203,20230406,344000,332058,5,332965,332970,11035,-907,-912
MTR_203,20230407,348000,332880,0,333965,333965,14035,-1085,-1085
MTR_203,20230408,265000,254181,6,254928,254934,10072,-747,-753
MTR_203,20230410,362000,345906,2,345736,345738,16264,170,168
MTR_203,20230411,218000,217287,3,217963,217966,37,-676,-679
MTR_203,20230412,280000,272129,0,272987,272987,7013,-858,-858
MTR_203,20230413,266000,252362,2,252990,252992,13010,-628,-630
MTR_203,20230414,210000,209470,3,210009,210012,-9,-539,-542
MTR_203,20230415,175000,167496,0,167968,167968,7032,-472,-472
MTR_203,20230417,178000,177028,-1,177954,177953,46,-926,-925
MTR_203,20230418,436000,406016,6,407890,407896,28110,-1874,-1880
MTR_203,20230419,350000,348350,2,349924,349926,76,-1574,-1576
MTR_203,20230420,365000,348209,1,349947,349948,15053,-1738,-1739
MTR_203,20230421,201000,176040,3,183896,183899,17104,-7856,-7859
MTR_203,20230424,206000,198946,1,199946,199947,6054,-1000,-1001
MTR_203,20230425,150000,135291,2,134839,134841,15161,452,450
MTR_203,20230426,281000,269536,2,270940,270942,10060,-1404,-1406
MTR_203,20230427,264000,246642,1,247940,247941,16060,-1298,-1299
MTR_203,20230428,326000,318231,8,319919,319927,6081,-1688,-1696
MTR_203,20230429,245000,243643,1,244956,244957,44,-1313,-1314
MTR_203,20230430,17000,8950,1,8995,8996,8005,-45,-46
MTR_203,20230501,187000,177002,2,177968,177970,9032,-966,-968
MTR_203,20230502,479000,439509,4,441944,441948,37056,-2435,-2439
MTR_203,20230503,466000,459381,0,461960,461960,4040,-2579,-2579
MTR_203,20230504,441000,435521,8,436863,436871,4137,-1342,-1350
MTR_203,20230505,421000,395586,9,398844,398853,22156,-3258,-3267
MTR_203,20230506,380000,364187,4,367823,367827,12177,-3636,-3640
MTR_203,20230508,439000,392829,-11991,408905,396914,30095,-16076,-4085
MTR_203,20230509,371000,367175,7,370912,370919,88,-3737,-3744
MTR_203,20230510,386000,382077,11,385935,385946,65,-3858,-3869
MTR_203,20230511,453000,423736,5,433329,433334,19671,-9593,-9598
MTR_203,20230512,372000,358561,10,361978,361988,10022,-3417,-3427
MTR_203,20230513,212000,200365,4,201924,201928,10076,-1559,-1563
MTR_203,20230515,384000,363129,6,370936,370942,13064,-7807,-7813
MTR_203,20230516,510000,500086,12,503881,503893,6119,-3795,-3807
MTR_203,20230517,421000,406882,7,409927,409934,11073,-3045,-3052
MTR_203,20230518,327000,318612,4,320972,320976,6028,-2360,-2364
MTR_203,20230519,302000,281006,3,282961,282964,19039,-1955,-1958
MTR_203,20230520,320000,317974,2,319926,319928,74,-1952,-1954
MTR_203,20230522,363000,327023,9,334103,334112,28897,-7080,-7089
MTR_203,20230523,317000,305215,2,306932,306934,10068,-1717,-1719
MTR_203,20230524,333000,330916,3,332935,332938,65,-2019,-2022
MTR_203,20230525,324000,309222,5,310948,310953,13052,-1726,-1731
MTR_203,20230526,468000,445445,10,447935,447945,20065,-2490,-2500
MTR_203,20230527,367000,364888,0,366974,366974,26,-2086,-2086
MTR_203,20230529,467000,452393,2,452938,452940,14062,-545,-547
MTR_203,20230530,814000,493214,7,495859,495866,318141,-2645,-2652
MTR_203,20230531,436000,423035,7,425901,425908,10099,-2866,-2873
MTR_203,20230601,391000,375347,6,377893,377899,13107,-2546,-2552
MTR_203,20230602,472000,453766,9,456876,456885,15124,-3110,-3119
MTR_203,20230603,316000,306867,3,308952,308955,7048,-2085,-2088
MTR_203,20230605,423000,397111,3,399931,399934,23069,-2820,-2823
MTR_203,20230606,364000,354409,7,356954,356961,7046,-2545,-2552
MTR_203,20230607,348000,335517,7,337978,337985,10022,-2461,-2468
MTR_203,20230608,283000,273018,-1,274985,274984,8015,-1967,-1966
MTR_203,20230609,361000,348832,8,350956,350964,10044,-2124,-2132
MTR_203,20230610,262000,251778,2,252924,252926,9076,-1146,-1148
MTR_203,20230612,257000,239754,8,249906,249914,7094,-10152,-10160
MTR_203,20230613,234000,217835,5,218940,218945,15060,-1105,-1110
MTR_203,20230614,279000,264509,7,265958,265965,13042,-1449,-1456
MTR_203,20230615,208000,197854,3,198979,198982,9021,-1125,-1128
MTR_203,20230616,417000,408330,11,410953,410964,6047,-2623,-2634
MTR_203,20230617,326000,296702,5,298932,298937,27068,-2230,-2235
MTR_203,20230619,315000,267527,4,268943,268947,46057,-1416,-1420
MTR_203,20230620,261000,256548,5,257932,257937,3068,-1384,-1389
MTR_203,20230621,359000,354862,5,356926,356931,2074,-2064,-2069
MTR_203,20230622,363000,350060,1,352910,352911,10090,-2850,-2851
MTR_203,20230623,356000,323261,4,325908,325912,30092,-2647,-2651
MTR_203,20230624,339000,306385,5,301219,301224,37781,5166,5161
MTR_203,20230626,439000,397511,9,400928,400937,38072,-3417,-3426
MTR_203,20230627,337000,306066,5,308894,308899,28106,-2828,-2833
MTR_203,20230628,445000,395155,7,398981,398988,46019,-3826,-3833
MTR_203,20230630,94000,91038,2,91978,91980,2022,-940,-942
MTR_203,20230701,100000,98985,4,99972,99976,28,-987,-991
MTR_203,20230703,269000,261300,5,265939,265944,3061,-4639,-4644
MTR_203,20230704,342000,329598,3,332936,332939,9064,-3338,-3341
MTR_203,20230705,286000,277165,2,279947,279949,6053,-2782,-2784
MTR_203,20230706,301000,277171,8,279951,279959,21049,-2780,-2788
MTR_203,20230707,413000,389037,7,392967,392974,20033,-3930,-3937
MTR_203,20230708,301000,297703,5,300892,300897,108,-3189,-3194
MTR_203,20230709,35000,34637,0,34988,34988,12,-351,-351
MTR_203,20230710,403000,379039,6,382901,382907,20099,-3862,-3868
MTR_203,20230711,594000,425283,-1,431511,431510,162489,-6228,-6227
MTR_203,20230712,393000,320152,6,331900,331906,61100,-11748,-11754
MTR_203,20230713,565000,332980,6,334929,334935,230071,-1949,-1955
MTR_203,20230714,530000,310130,8,304940,304948,225060,5190,5182
MTR_203,20230715,396000,167425,9,162829,162838,233171,4596,4587
MTR_203,20230716,15000,14859,0,14997,14997,3,-138,-138
MTR_203,20230717,809000,467305,13,472031,472044,336969,-4726,-4739
MTR_203,20230718,463000,425831,0,424862,424862,38138,969,969
MTR_203,20230719,227000,224288,0,226916,226916,84,-2628,-2628
MTR_301,20210927,122771,121738,2998,309987,312985,-187216,-188249,-191247
MTR_301,20210928,570000,544421,17004,534907,551911,35093,9514,-7490
MTR_301,20210929,478000,470067,-1,473897,473896,4103,-3830,-3829
MTR_301,20210930,662000,607936,3,612773,612776,49227,-4837,-4840
MTR_301,20211001,303000,292571,4,294901,294905,8099,-2330,-2334
MTR_301,20211002,236000,228111,2,229946,229948,6054,-1835,-1837
MTR_301,20211004,442000,424590,3,427900,427903,14100,-3310,-3313
MTR_301,20211005,340000,337347,0,351916,351916,-11916,-14569,-14569
MTR_301,20211006,479000,428670,4006,419919,423925,59081,8751,4745
MTR_301,20211007,433000,388997,2,391926,391928,41074,-2929,-2931
MTR_301,20211008,512000,486268,7,489947,489954,22053,-3679,-3686
MTR_301,20211009,366000,335439,3,337912,337915,28088,-2473,-2476
MTR_301,20211011,508000,467438,1,470947,470948,37053,-3509,-3510
MTR_301,20211012,451000,447604,29992,450910,480902,90,-3306,-33298
MTR_301,20211013,111500,110668,382515,118027,500542,-6527,-7359,-389874
MTR_301,20211014,263600,253705,395891,271962,667853,-8362,-18257,-414148
MTR_301,20211015,909520,854252,15,825770,825785,83750,28482,28467
MTR_301,20211016,196000,177721,-2,178964,178962,17036,-1243,-1241
MTR_301,20211018,478000,458759,3,461915,461918,16085,-3156,-3159
MTR_301,20211019,227000,195620,2,196969,196971,30031,-1349,-1351
MTR_301,20211020,153000,151931,4,152970,152974,30,-1039,-1043
MTR_301,20211021,397000,384331,1,386926,386927,10074,-2595,-2596
MTR_301,20211022,318000,290028,-1,291959,291958,26041,-1931,-1930
MTR_301,20211023,328000,310946,3,312956,312959,15044,-2010,-2013
MTR_301,20211024,17000,14903,0,14998,14998,2002,-95,-95
MTR_301,20211025,522000,509724,5,512908,512913,9092,-3184,-3189
MTR_301,20211026,391000,388552,4,390889,390893,111,-2337,-2341
MTR_301,20211027,434000,431305,3,433914,433917,86,-2609,-2612
MTR_301,20211028,475000,439280,3,433740,433743,41260,5540,5537
MTR_301,20211029,578000,569536,3,572931,572934,5069,-3395,-3398
MTR_301,20211030,523000,513898,5,516912,516917,6088,-3014,-3019
MTR_301,20211101,341000,322053,1,323926,323927,17074,-1873,-1874
MTR_301,20211102,464910,434283,-4,434037,434033,30873,246,250
MTR_301,20211103,397000,394682,4,396930,396934,70,-2248,-2252
MTR_301,20211104,429000,413670,0,406940,406940,22060,6730,6730
MTR_301,20211105,514000,459551,12,461955,461967,52045,-2404,-2416
MTR_301,20211106,346000,338293,-1,339916,339915,6084,-1623,-1622
MTR_301,20211107,16000,15924,0,15998,15998,2,-74,-74
MTR_301,20211108,485000,430066,9,431907,431916,53093,-1841,-1850
MTR_301,20211109,404000,402271,0,403919,403919,81,-1648,-1648
MTR_301,20211110,452000,440161,1,441952,441953,10048,-1791,-1792
MTR_301,20211111,523000,486037,7,487901,487908,35099,-1864,-1871
MTR_301,20211112,471000,445219,-1,446894,446893,24106,-1675,-1674
MTR_301,20211113,389000,387480,0,388946,388946,54,-1466,-1466
MTR_301,20211114,11000,10957,1,10998,10999,2,-41,-42
MTR_301,20211115,567620,503688,6,493218,493224,74402,10470,10464
MTR_301,20211116,560100,447431,4,451264,451268,108836,-3833,-3837
MTR_301,20211117,527000,503184,7,504914,504921,22086,-1730,-1737
MTR_301,20211118,399000,397645,2,398891,398893,109,-1246,-1248
MTR_301,20211119,587000,536222,13,537843,537856,49157,-1621,-1634
MTR_301,20211120,477000,458563,6,459875,459881,17125,-1312,-1318
MTR_301,20211121,33000,32905,0,32992,32992,8,-87,-87
MTR_301,20211122,568000,514570,7,515886,515893,52114,-1316,-1323
MTR_301,20211123,491000,464794,3,465904,465907,25096,-1110,-1113
MTR_301,20211124,458000,408035,11,408923,408934,49077,-888,-899
MTR_301,20211125,437000,406114,5,406941,406946,30059,-827,-832
MTR_301,20211126,534000,528965,5,529937,529942,4063,-972,-977
MTR_301,20211127,429100,385455,7,385979,385986,43121,-524,-531
MTR_301,20211129,431000,411494,8,411863,411871,19137,-369,-377
MTR_301,20211130,423000,412520,8,412870,412878,10130,-350,-358
MTR_301,20211201,534000,490505,5,490884,490889,43116,-379,-384
MTR_301,20211202,444000,425615,0,425895,425895,18105,-280,-280
MTR_301,20211203,611000,547592,8,547900,547908,63100,-308,-316
MTR_301,20211204,535000,516680,6,516895,516901,18105,-215,-221
MTR_301,20211206,464000,423776,3,423930,423933,40070,-154,-157
MTR_301,20211207,347000,305877,3,310635,310638,36365,-4758,-4761
MTR_301,20211208,463000,462790,-3,462974,462971,26,-184,-181
MTR_301,20211209,393000,365868,8,365914,365922,27086,-46,-54
MTR_301,20211210,472000,420880,6,420903,420909,51097,-23,-29
MTR_301,20211211,359000,348880,5,348952,348957,10048,-72,-77
MTR_301,20211213,394000,373862,2,373954,373956,20046,-92,-94
MTR_301,20211214,289000,283939,3,283984,283987,5016,-45,-48
MTR_301,20211215,404000,364883,5,364907,364912,39093,-24,-29
MTR_301,20211216,448000,410809,4,411343,411347,36657,-534,-538
MTR_301,20211217,502000,470745,6,470931,470937,31069,-186,-192
MTR_301,20211218,472000,440733,1,440943,440944,31057,-210,-211
MTR_301,20211220,478000,466683,3,466871,466874,11129,-188,-191
MTR_301,20211221,625000,586630,2,586871,586873,38129,-241,-243
MTR_301,20211222,507100,479757,3,479943,479946,27157,-186,-189
MTR_301,20211223,534000,510816,0,514843,514843,19157,-4027,-4027
MTR_301,20211224,618000,592494,6,597847,597853,20153,-5353,-5359
MTR_301,20211225,407000,401505,3,393386,393389,13614,8119,8116
MTR_301,20211227,562000,539850,7,543873,543880,18127,-4023,-4030
MTR_301,20211228,449706,413831,6,413659,413665,36047,172,166
MTR_301,20211229,506000,480643,3,483914,483917,22086,-3271,-3274
MTR_301,20211230,477000,469914,0,472936,472936,4064,-3022,-3022
MTR_301,20211231,578000,557539,7,560951,560958,17049,-3412,-3419
MTR_301,20220101,366000,320164,4001,331959,335960,34041,-11795,-15796
MTR_301,20220102,12000,11938,0,11998,11998,2,-60,-60
MTR_301,20220103,491000,480701,-3995,472878,468883,18122,7823,11818
MTR_301,20220104,547000,527675,2,529654,529656,17346,-1979,-1981
MTR_301,20220105,295960,257668,9982,258868,268850,37092,-1200,-11182
MTR_301,20220106,198240,197391,64,197520,197584,720,-129,-193
MTR_301,20220107,714410,660169,4,661033,661037,53377,-864,-868
MTR_301,20220108,345300,336135,0,336621,336621,8679,-486,-486
MTR_301,20220110,537100,501607,-5,502147,502142,34953,-540,-535
MTR_301,20220111,196000,187480,-1,187663,187662,8337,-183,-182
MTR_301,20220112,425200,404149,-1,404348,404347,20852,-199,-198
MTR_301,20220113,502100,485944,4,486218,486222,15882,-274,-278
MTR_301,20220114,569000,550831,1,551072,551073,17928,-241,-242
MTR_301,20220115,493000,467086,5,467264,467269,25736,-178,-183
MTR_301,20220117,365000,341433,1,341446,341447,23554,-13,-14
MTR_301,20220118,348100,325610,4,325535,325539,22565,75,71
MTR_301,20220119,357000,336538,-1,336479,336478,20521,59,60
MTR_301,20220120,262000,255684,3,255617,255620,6383,67,64
MTR_301,20220121,490200,474665,1,474324,474325,15876,341,340
MTR_301,20220122,269100,250847,5,250667,250672,18433,180,175
MTR_301,20220124,406100,405772,1,405424,405425,676,348,347
MTR_301,20220125,322200,321980,-2,321586,321584,614,394,396
MTR_301,20220126,235000,231861,6,231660,231666,3340,201,195
MTR_301,20220127,323100,301935,2,301593,301595,21507,342,340
MTR_301,20220128,491000,456757,9,452280,452289,38720,4477,4468
MTR_301,20220129,399200,374002,4,373557,373561,25643,445,441
MTR_301,20220131,584100,548837,5,548186,548191,35914,651,646
MTR_301,20220201,268000,260881,3,260648,260651,7352,233,230
MTR_301,20220202,272000,261878,5,261520,261525,10480,358,353
MTR_301,20220203,236100,211003,3,210767,210770,25333,236,233
MTR_301,20220204,375300,356142,3,355032,355035,20268,1110,1107
MTR_301,20220205,321200,321053,0,320624,320624,576,429,429
MTR_301,20220207,247200,239091,2,238697,238699,8503,394,392
MTR_301,20220208,296000,259882,2,259656,259658,36344,226,224
MTR_301,20220209,224000,213905,4,213659,213663,10341,246,242
MTR_301,20220210,315000,314854,-2,314545,314543,455,309,311
MTR_301,20220211,424000,385827,5,385385,385390,38615,442,437
MTR_301,20220212,315100,269982,3,269638,269641,45462,344,341
MTR_301,20220214,621000,612736,-2,611993,611991,9007,743,745
MTR_301,20220215,616100,547894,4,550376,550380,65724,-2482,-2486
MTR_301,20220216,377200,364083,0,363408,363408,13792,675,675
MTR_301,20220217,229100,229027,1,228580,228581,520,447,446
MTR_301,20220218,492000,466830,7,466281,466288,25719,549,542
MTR_301,20220219,326414,298288,2,291584,291586,34830,6704,6702
MTR_301,20220221,284000,283876,-1,283530,283529,470,346,347
MTR_301,20220222,230100,206005,6,205733,205739,24367,272,266
MTR_301,20220223,376100,321929,0,321620,321620,54480,309,309
MTR_301,20220224,380200,355004,2,354490,354492,25710,514,512
MTR_301,20220225,495000,480745,7,480228,480235,14772,517,510
MTR_301,20220226,296200,278065,3,277618,277621,18582,447,444
MTR_301,20220228,419300,410955,1,420311,420312,-1011,-9356,-9357
MTR_301,20220301,387000,369873,4,359384,359388,27616,10489,10485
MTR_301,20220302,222000,206931,8,206665,206673,15335,266,258
MTR_301,20220303,301100,296970,3,296565,296568,4535,405,402
MTR_301,20220304,479000,470803,3,465290,465293,13710,5513,5510
MTR_301,20220305,344100,313992,7,321413,321420,22687,-7421,-7428
MTR_301,20220306,34000,17995,1,17972,17973,16028,23,22
MTR_301,20220307,377000,363924,5,363366,363371,13634,558,553
MTR_301,20220308,480000,456899,-1,456274,456273,23726,625,626
MTR_301,20220309,433000,414916,7,414316,414323,18684,600,593
MTR_301,20220310,358200,356092,1,355446,355447,2754,646,645
MTR_301,20220311,430200,409064,8,408383,408391,21817,681,673
MTR_301,20220312,364000,363873,1,363407,363408,593,466,465
MTR_301,20220313,32000,25991,0,25948,25948,6052,43,43
MTR_301,20220314,286000,276878,2,276499,276501,9501,379,377
MTR_301,20220315,355100,341018,-3,340505,340502,14595,513,516
MTR_301,20220316,277000,250997,2,250638,250640,26362,359,357
MTR_301,20220317,303200,282215,6,281599,281605,21601,616,610
MTR_301,20220318,428000,406003,4,405324,405328,22676,679,675
MTR_301,20220319,293000,269978,10,268187,268197,24813,1791,1781
MTR_301,20220321,294000,284003,6,274821,274827,19179,9182,9176
MTR_301,20220322,360000,343969,0,343460,343460,16540,509,509
MTR_301,20220323,261100,238026,5,237620,237625,23480,406,401
MTR_301,20220324,194000,178057,4,177728,177732,16272,329,325
MTR_301,20220325,289000,275222,3,274586,274589,14414,636,633
MTR_301,20220326,195000,185130,1,184717,184718,10283,413,412
MTR_301,20220328,394250,378213,2,377577,377579,16673,636,634
MTR_301,20220329,295000,294962,2,294474,294476,526,488,486
MTR_301,20220330,449100,375056,8,374439,374447,74661,617,609
MTR_301,20220331,491000,446873,5,446313,446318,44687,560,555
MTR_301,20220401,362000,355872,6,355380,355386,6620,492,486
MTR_301,20220402,289000,287010,-1,283574,283573,5426,3436,3437
MTR_301,20220404,408100,363219,9,362484,362493,45616,735,726
MTR_301,20220405,266000,251183,-1,250627,250626,15373,556,557
MTR_301,20220406,218000,208148,3,199720,199723,18280,8428,8425
MTR_301,20220407,296000,285163,5,284527,284532,11473,636,631
MTR_301,20220408,477100,397217,5,396404,396409,80696,813,808
MTR_301,20220409,231000,227002,3,226617,226620,4383,385,382
MTR_301,20220411,275000,274885,1,274577,274578,423,308,307
MTR_301,20220412,243000,242823,0,242610,242610,390,213,213
MTR_301,20220413,308000,299849,1,299519,299520,8481,330,329
