METER_CODE,FOLIO_NUMBER,ORDERED_QUANTITY,COMMITTED_NET_QUANTITY,GROSS_UNACCOUNTED,GROSS_THRUPUT,ACTUAL_GROSS_THRUPUT,serka,serka2,serka3
MTR_502,20211208,66000,63000,0,62923,62923,3077,77,77
MTR_502,20211209,85000,70014,-1,69922,69921,15078,92,93
MTR_502,20211210,89000,85004,0,84912,84912,4088,92,92
MTR_502,20211211,82000,72998,0,72934,72934,9066,64,64
MTR_502,20211212,5000,4999,0,4995,4995,5,4,4
MTR_502,20211213,79000,61983,1,61946,61947,17054,37,36
MTR_502,20211214,49100,49076,1,48947,48948,153,129,128
MTR_502,20211215,68000,63960,0,63924,63924,4076,36,36
MTR_502,20211216,97000,86937,0,86920,86920,10080,17,17
MTR_502,20211217,80100,71047,3,71027,71030,9073,20,17
MTR_502,20211218,60000,54958,10,54948,54958,5052,10,0
MTR_502,20211219,3000,2997,0,2995,2995,5,2,2
MTR_502,20211220,98100,96001,2,96009,96011,2091,-8,-10
MTR_502,20211221,139100,123978,2,123942,123944,15158,36,34
MTR_502,20211222,184100,149930,4,149934,149938,34166,-4,-8
MTR_502,20211223,202000,190796,5,190852,190857,11148,-56,-61
MTR_502,20211224,140100,114982,-3,114765,114762,25335,217,220
MTR_502,20211225,55000,49942,1,49934,49935,5066,8,7
MTR_502,20211226,4000,3993,0,3994,3994,6,-1,-1
MTR_502,20211227,135000,123775,2,123862,123864,11138,-87,-89
MTR_502,20211228,110000,77834,5,77909,77914,32091,-75,-80
MTR_502,20211229,130000,125740,0,125856,125856,4144,-116,-116
MTR_502,20211230,95000,94823,0,94887,94887,113,-64,-64
MTR_502,20211231,165000,143779,0,143816,143816,21184,-37,-37
MTR_502,20220101,157100,89000,-1,88990,88989,68110,10,11
MTR_502,20220102,8000,3999,0,3996,3996,4004,3,3
MTR_502,20220103,70000,69985,2,69922,69924,78,63,61
MTR_502,20220104,112120,102079,-1,102004,102003,10116,75,76
MTR_502,20220105,135000,116990,3,116857,116860,18143,133,130
MTR_502,20220106,93000,92995,0,92900,92900,100,95,95
MTR_502,20220107,124000,124029,-2,123817,123815,183,212,214
MTR_502,20220108,50000,44009,2,43955,43957,6045,54,52
MTR_502,20220109,8000,8001,0,7987,7987,13,14,14
MTR_502,20220110,109000,105039,1,104902,104903,4098,137,136
MTR_502,20220111,87000,80080,1,79930,79931,7070,150,149
MTR_502,20220112,118100,109004,3,106815,106818,11285,2189,2186
MTR_502,20220113,91000,88528,0,87907,87907,3093,621,621
MTR_502,20220114,80000,74438,-1,73933,73932,6067,505,506
MTR_502,20220115,136100,123749,-1,121065,121064,15035,2684,2685
MTR_502,20220117,65000,65283,-1,64927,64926,73,356,357
MTR_502,20220118,65000,65243,0,64929,64929,71,314,314
MTR_502,20220119,100000,92313,-2,91922,91920,8078,391,393
MTR_502,20220120,119100,116462,3,115951,115954,3149,511,508
MTR_502,20220121,72000,68196,3,67928,67931,4072,268,265
MTR_502,20220122,61000,61160,1,60942,60943,58,218,217
MTR_502,20220123,27000,27064,0,26980,26980,20,84,84
MTR_502,20220124,92000,85173,-1,84916,84915,7084,257,258
MTR_502,20220125,105000,97194,0,96910,96910,8090,284,284
MTR_502,20220126,65000,65119,1,64923,64924,77,196,195
MTR_502,20220127,67000,60098,-1,59933,59932,7067,165,166
MTR_502,20220128,62000,62081,2,61928,61930,72,153,151
MTR_502,20220129,72000,62066,0,61912,61912,10088,154,154
MTR_502,20220130,40000,40035,0,39973,39973,27,62,62
MTR_502,20220131,74000,74052,-2,78921,78919,-4921,-4869,-4867
MTR_502,20220201,81000,78049,2,77908,77910,3092,141,139
MTR_502,20220202,102100,87139,1,86950,86951,15150,189,188
MTR_502,20220203,70000,70027,0,69934,69934,66,93,93
MTR_502,20220204,71000,71025,0,65936,65936,5064,5089,5089
MTR_502,20220205,58000,56013,1,55937,55938,2063,76,75
MTR_502,20220206,24000,24002,0,23983,23983,17,19,19
MTR_502,20220207,86000,86000,2,85905,85907,95,95,93
MTR_502,20220208,87000,82998,3,82895,82898,4105,103,100
MTR_502,20220209,93000,92992,0,92900,92900,100,92,92
MTR_502,20220210,96000,95989,-2,95904,95902,96,85,87
MTR_502,20220211,141400,137381,0,137227,137227,4173,154,154
MTR_502,20220212,73100,73086,3,72981,72984,119,105,102
MTR_502,20220214,99000,96971,42,96879,96921,2121,92,50
MTR_502,20220215,123200,120170,129,119941,120070,3259,229,100
MTR_502,20220216,123100,116084,618,115920,116538,7180,164,-454
MTR_502,20220217,108000,103983,73,103895,103968,4105,88,15
MTR_502,20220218,105000,104970,558,104908,105466,92,62,-496
MTR_502,20220219,114300,104247,156,104087,104243,10213,160,4
MTR_502,20220220,55100,52070,2,52034,52036,3066,36,34
MTR_502,20220221,116000,115932,179,115870,116049,130,62,-117
MTR_502,20220222,66100,61058,39,60953,60992,5147,105,66
MTR_502,20220223,98000,92901,9,92922,92931,5078,-21,-30
MTR_502,20220224,112100,103995,131,103908,104039,8192,87,-44
MTR_502,20220225,144400,136264,91,136254,136345,8146,10,-81
MTR_502,20220226,86400,83331,45,83176,83221,3224,155,110
MTR_502,20220227,39100,39081,73,39072,39145,28,9,-64
MTR_502,20220228,163000,147946,224,147837,148061,15163,109,-115
MTR_502,20220301,166300,121217,173,87079,87252,79221,34138,33965
MTR_502,20220302,146200,146035,55,145905,145960,295,130,75
MTR_502,20220303,208200,202918,62,202952,203014,5248,-34,-96
MTR_502,20220304,166200,155055,2,154819,154821,11381,236,234
MTR_502,20220305,122000,121919,6,121871,121877,129,48,42
MTR_502,20220306,65100,65070,10,65016,65026,84,54,44
MTR_502,20220307,165100,154056,102,153871,153973,11229,185,83
MTR_502,20220308,110000,98968,91,98896,98987,11104,72,-19
MTR_502,20220309,126000,122966,19,122859,122878,3141,107,88
MTR_502,20220310,95600,95541,79,95307,95386,293,234,155
MTR_502,20220311,161100,150991,253,150947,151200,10153,44,-209
MTR_502,20220312,84000,77942,4,77929,77933,6071,13,9
MTR_502,20220313,25000,24981,190,24967,25157,33,14,-176
MTR_502,20220314,147100,144005,86,143861,143947,3239,144,58
MTR_502,20220315,144100,133070,169,132930,133099,11170,140,-29
MTR_502,20220316,125100,125136,128,124901,125029,199,235,107
MTR_502,20220317,82000,70026,100,69905,70005,12095,121,21
MTR_502,20220318,107100,101121,86,100890,100976,6210,231,145
MTR_502,20220319,109000,98004,192,97878,98070,11122,126,-66
MTR_502,20220320,24000,23995,24,23978,24002,22,17,-7
MTR_502,20220321,203200,158141,-1,158179,158178,45021,-38,-37
MTR_502,20220322,75200,73175,-1,72961,72960,2239,214,215
MTR_502,20220323,127000,126928,4,126864,126868,136,64,60
MTR_502,20220324,77000,76976,8,76905,76913,95,71,63
MTR_502,20220325,87100,87102,20,86988,87008,112,114,94
MTR_502,20220326,88000,85015,-2,84909,84907,3091,106,108
MTR_502,20220327,37100,37096,0,37057,37057,43,39,39
MTR_502,20220328,128000,127954,2,127865,127867,135,89,87
MTR_502,20220329,113000,112952,-1,112893,112892,107,59,60
MTR_502,20220330,196100,184001,2,183872,183874,12228,129,127
MTR_502,20220331,165100,164998,15,164919,164934,181,79,64
MTR_502,20220401,114000,113905,1,113907,113908,93,-2,-3
MTR_502,20220402,75000,74975,-1,74919,74918,81,56,57
MTR_502,20220403,5000,4996,0,4998,4998,2,-2,-2
MTR_502,20220404,38000,38005,49092,37966,87058,34,39,-49053
MTR_502,20220405,91100,91155,1,91008,91009,92,147,146
MTR_502,20220406,40000,40024,0,47949,47949,-7949,-7925,-7925
MTR_502,20220407,122000,115046,-1,106890,106889,15110,8156,8157
MTR_502,20220408,93000,88011,2,87905,87907,5095,106,104
MTR_502,20220409,69000,64992,12,64931,64943,4069,61,49
MTR_502,20220411,121000,102848,1,102908,102909,18092,-60,-61
MTR_502,20220412,61000,57899,-1,57951,57950,3049,-52,-51
MTR_502,20220413,36000,35941,0,35959,35959,41,-18,-18
MTR_502,20220414,103000,98813,-1,98908,98907,4092,-95,-94
MTR_502,20220415,83000,82822,129,82929,83058,71,-107,-236
MTR_502,20220416,93220,92984,360,93041,93401,179,-57,-417
MTR_502,20220418,114200,113782,127,114076,114203,124,-294,-421
MTR_502,20220419,86100,73821,181,76942,77123,9158,-3121,-3302
MTR_502,20220420,152100,151563,128,148905,149033,3195,2658,2530
MTR_502,20220421,229000,228209,48,228783,228831,217,-574,-622
MTR_502,20220422,61000,60814,29,60914,60943,86,-100,-129
MTR_502,20220423,5000,4973,0,4998,4998,2,-25,-25
MTR_502,20220424,114000,113341,4,113875,113879,125,-534,-538
MTR_502,20220425,118100,117425,64,117950,118014,150,-525,-589
MTR_502,20220426,153100,141275,75,141902,141977,11198,-627,-702
MTR_502,20220427,171100,156187,34,156927,156961,14173,-740,-774
MTR_502,20220428,192100,168117,183,168889,169072,23211,-772,-955
MTR_502,20220429,168100,151219,122,151884,152006,16216,-665,-787
MTR_502,20220501,39000,38773,1,38985,38986,15,-212,-213
MTR_502,20220503,147100,146248,49,146937,146986,163,-689,-738
MTR_502,20220504,189200,173188,133,173987,174120,15213,-799,-932
MTR_502,20220505,144000,143166,231,143853,144084,147,-687,-918
MTR_502,20220506,124000,117317,214,117867,118081,6133,-550,-764
MTR_502,20220507,80100,79636,152,79967,80119,133,-331,-483
MTR_502,20220508,48000,47721,41,47972,48013,28,-251,-292
MTR_502,20220509,162100,156187,28,156883,156911,5217,-696,-724
MTR_502,20220510,160000,151121,71,151861,151932,8139,-740,-811
MTR_502,20220511,164000,163052,25,163835,163860,165,-783,-808
MTR_502,20220512,217100,198936,61,199899,199960,17201,-963,-1024
MTR_502,20220513,136000,128253,68,128843,128911,7157,-590,-658
MTR_502,20220514,169100,151219,125,151869,151994,17231,-650,-775
MTR_502,20220515,59000,58657,15,58974,58989,26,-317,-332
MTR_502,20220516,118200,98624,75,98980,99055,19220,-356,-431
MTR_502,20220517,182150,170159,41,171019,171060,11131,-860,-901
MTR_502,20220518,105000,104390,197,109893,110090,-4893,-5503,-5700
MTR_502,20220519,112100,102502,69,97926,97995,14174,4576,4507
MTR_502,20220520,117100,106478,92,106973,107065,10127,-495,-587
MTR_502,20220521,130400,119702,98,120094,120192,10306,-392,-490
MTR_502,20220522,34100,33901,0,34047,34047,53,-146,-146
MTR_502,20220523,162000,140184,60,140879,140939,21121,-695,-755
MTR_502,20220524,112200,111550,74,112023,112097,177,-473,-547
MTR_502,20220525,190120,173109,16,179706,179722,10414,-6597,-6613
MTR_502,20220526,79300,78842,25,79072,79097,228,-230,-255
MTR_502,20220527,147100,141277,15,141913,141928,5187,-636,-651
MTR_502,20220528,72100,66712,26,67022,67048,5078,-310,-336
MTR_502,20220530,138300,137496,16,138046,138062,254,-550,-566
MTR_502,20220531,138000,129246,147,129842,129989,8158,-596,-743
MTR_502,20220601,294000,193866,17,194814,194831,99186,-948,-965
MTR_502,20220602,114100,95540,16,95959,95975,18141,-419,-435
MTR_502,20220603,137000,118308,155,118857,119012,18143,-549,-704
MTR_502,20220604,67000,66612,6,66922,66928,78,-310,-316
MTR_502,20220605,59100,32907,2,33041,33043,26059,-134,-136
MTR_502,20220606,127100,123382,183,123884,124067,3216,-502,-685
MTR_502,20220607,123000,122286,197,122883,123080,117,-597,-794
MTR_502,20220608,92000,80529,51,80894,80945,11106,-365,-416
MTR_502,20220609,153200,145353,46,146012,146058,7188,-659,-705
MTR_502,20220610,127000,126265,19,126882,126901,118,-617,-636
MTR_502,20220611,71000,64622,33,64931,64964,6069,-309,-342
MTR_502,20220612,37100,36884,25,37020,37045,80,-136,-161
MTR_502,20220613,173000,149128,55,149838,149893,23162,-710,-765
MTR_502,20220614,136100,135309,46,135902,135948,198,-593,-639
MTR_502,20220615,87000,86495,160,86900,87060,100,-405,-565
MTR_502,20220616,102100,85601,120,85989,86109,16111,-388,-508
MTR_502,20220617,173150,156240,28,156987,157015,16163,-747,-775
MTR_502,20220618,87000,86494,2,86910,86912,90,-416,-418
MTR_502,20220619,34000,33802,0,33997,33997,3,-195,-195
MTR_502,20220620,145000,140184,43,140868,140911,4132,-684,-727
MTR_502,20220621,151000,142172,3,142848,142851,8152,-676,-679
MTR_502,20220622,49000,43744,3,43943,43946,5057,-199,-202
MTR_502,20220623,106100,101507,1,101995,101996,4105,-488,-489
MTR_502,20220624,112200,111549,1,112088,112089,112,-539,-540
MTR_502,20220625,82000,81526,2,81896,81898,104,-370,-372
MTR_502,20220626,33000,32808,0,32973,32973,27,-165,-165
MTR_502,20220627,11000,10936,10,10983,10993,17,-47,-57
MTR_502,20220701,63000,62636,19,62921,62940,79,-285,-304
MTR_502,20220702,120000,119305,6,119881,119887,119,-576,-582
MTR_502,20220703,33000,32808,0,32978,32978,22,-170,-170
MTR_502,20220704,87000,81525,1,81906,81907,5094,-381,-382
MTR_502,20220705,157000,136208,11,136839,136850,20161,-631,-642
MTR_502,20220706,106000,105385,18,105888,105906,112,-503,-521
MTR_502,20220707,191205,180153,7,176184,176191,15021,3969,3962
MTR_502,20220708,154000,144158,7,144816,144823,9184,-658,-665
MTR_502,20220709,57000,56670,12,56943,56955,57,-273,-285
MTR_502,20220711,40100,39867,7,39974,39981,126,-107,-114
MTR_502,20220712,75000,74568,11,74921,74932,79,-353,-364
MTR_502,20220713,109000,103400,21,103877,103898,5123,-477,-498
MTR_502,20220714,58000,57664,1,57918,57919,82,-254,-255
MTR_502,20220715,161000,150123,7,150866,150873,10134,-743,-750
MTR_502,20220716,149000,133225,69,133834,133903,15166,-609,-678
MTR_502,20220717,30000,29826,4,29974,29978,26,-148,-152
MTR_502,20220718,203000,199836,26,200810,200836,2190,-974,-1000
MTR_502,20220719,135100,117415,38,117865,117903,17235,-450,-488
MTR_502,20220720,196000,184924,50,185817,185867,10183,-893,-943
MTR_502,20220721,116000,109363,3011,109883,112894,6117,-520,-3531
MTR_502,20220722,141000,134219,25,134876,134901,6124,-657,-682
MTR_502,20220723,165000,152114,13,152848,152861,12152,-734,-747
MTR_502,20220724,12000,11931,0,11887,11887,113,44,44
MTR_502,20220725,86000,85500,203,85858,86061,142,-358,-561
MTR_502,20220726,71000,70588,2,70920,70922,80,-332,-334
MTR_502,20220727,128000,121295,266,121871,122137,6129,-576,-842
MTR_502,20220728,84000,79537,23,79914,79937,4086,-377,-400
MTR_502,20220729,138000,137199,48,137835,137883,165,-636,-684
MTR_502,20220730,75000,74564,9,74897,74906,103,-333,-342
MTR_502,20220731,30000,29825,0,29970,29970,30,-145,-145
MTR_502,20220801,108000,104391,101,104853,104954,3147,-462,-563
MTR_502,20220802,145000,144159,37,144823,144860,177,-664,-701
MTR_502,20220803,181000,164046,43,164804,164847,16196,-758,-801
MTR_502,20220804,145000,126263,28,126884,126912,18116,-621,-649
MTR_502,20220805,209100,207886,159,215744,215903,-6644,-7858,-8017
MTR_502,20220806,123200,116521,432,109950,110382,13250,6571,6139
MTR_502,20220807,41000,40763,126,40957,41083,43,-194,-320
MTR_502,20220808,184000,160068,162,160833,160995,23167,-765,-927
MTR_502,20220809,105000,99422,128,99902,100030,5098,-480,-608
MTR_502,20220810,102200,99618,134,99948,100082,2252,-330,-464
MTR_502,20220811,135100,128353,35,128877,128912,6223,-524,-559
MTR_502,20220812,106000,94451,172,94895,95067,11105,-444,-616
MTR_502,20220813,123000,115329,121,115869,115990,7131,-540,-661
MTR_502,20220814,70000,65619,236,65942,66178,4058,-323,-559
MTR_502,20220815,123000,112346,66,112869,112935,10131,-523,-589
MTR_502,20220816,199000,193872,124,189930,190054,9070,3942,3818
MTR_502,20220817,109220,105600,188,106063,106251,3157,-463,-651
MTR_502,20220818,209000,207788,93,208844,208937,156,-1056,-1149
MTR_502,20220819,151000,142171,229,142873,143102,8127,-702,-931
MTR_502,20220820,109000,108368,98,108882,108980,118,-514,-612
MTR_502,20220821,31000,30821,1,30964,30965,36,-143,-144
MTR_502,20220822,128000,127257,135,127870,128005,130,-613,-748
MTR_502,20220823,135000,134219,64,134856,134920,144,-637,-701
MTR_502,20220824,142000,131233,62,131844,131906,10156,-611,-673
MTR_502,20220825,174100,163149,58,163882,163940,10218,-733,-791
MTR_502,20220826,81000,76553,334,76892,77226,4108,-339,-673
MTR_502,20220827,121000,115329,77,115862,115939,5138,-533,-610
MTR_502,20220828,65100,64722,23,65005,65028,95,-283,-306
MTR_502,20220829,102000,101409,31,101862,101893,138,-453,-484
MTR_502,20220830,105000,97433,318,97860,98178,7140,-427,-745
MTR_502,20220831,60000,57666,327,57909,58236,2091,-243,-570
MTR_502,20220901,58000,53688,108,53936,54044,4064,-248,-356
MTR_502,20220902,206100,197942,141,198842,198983,7258,-900,-1041
MTR_502,20220903,108100,107473,198,107910,108108,190,-437,-635
MTR_502,20220904,76000,75558,20,75966,75986,34,-408,-428
MTR_502,20220905,194100,192975,20,193832,193852,268,-857,-877
MTR_502,20220906,168200,167224,30,167954,167984,246,-730,-760
MTR_502,20220907,141100,124373,359,124904,125263,16196,-531,-890
MTR_502,20220908,89000,88484,0,88893,88893,107,-409,-409
MTR_502,20220909,94000,93455,0,93898,93898,102,-443,-443
MTR_502,20220910,128000,111351,37,111881,111918,16119,-530,-567
MTR_502,20220911,66000,65616,0,65981,65981,19,-365,-365
MTR_502,20220912,128100,123378,104,123951,124055,4149,-573,-677
MTR_502,20220913,76000,75560,10,75912,75922,88,-352,-362
MTR_502,20220914,64000,63632,1,63918,63919,82,-286,-287
MTR_502,20220915,64000,63628,2,63938,63940,62,-310,-312
MTR_502,20220916,83000,74563,37167,80928,118095,2072,-6365,-43532
MTR_502,20220917,154000,117315,5,115853,115858,38147,1462,1457
MTR_502,20220918,136100,43843,10,44019,44029,92081,-176,-186
MTR_502,20220919,116000,97431,6,93901,93907,22099,3530,3524
MTR_502,20220920,205800,135611,9,129889,129898,75911,5722,5713
MTR_502,20220921,112000,99422,6,99879,99885,12121,-457,-463
MTR_502,20220922,158000,125270,31,125878,125909,32122,-608,-639
MTR_502,20220923,189000,179953,38,180838,180876,8162,-885,-923
MTR_502,20220924,174000,146149,2,146862,146864,27138,-713,-715
MTR_502,20220926,180100,125368,1,125960,125961,54140,-592,-593
MTR_502,20220927,195000,69597,14,69919,69933,125081,-322,-336
MTR_502,20220928,99000,93455,3062,93914,96976,5086,-459,-3521
MTR_502,20220929,110100,97531,146,97961,98107,12139,-430,-576
MTR_502,20220930,82000,69593,2,69925,69927,12075,-332,-334
MTR_502,20221001,155000,102437,58937,102874,161811,52126,-437,-59374
MTR_502,20221004,155000,122732,31971,123868,155839,31132,-1136,-33107
MTR_502,20221005,111000,109887,2001,110892,112893,108,-1005,-3006
MTR_502,20221006,212000,186059,9,187856,187865,24144,-1797,-1806
MTR_502,20221007,82000,81150,21969,81928,103897,72,-778,-22747
MTR_502,20221008,120000,104940,5,105887,105892,14113,-947,-952
MTR_502,20221010,139000,107895,5,108908,108913,30092,-1013,-1018
MTR_502,20221011,153000,147491,2,148873,148875,4127,-1382,-1384
MTR_502,20221012,118000,100256,1,100872,100873,17128,-616,-617
MTR_502,20221013,164000,129023,4,134958,134962,29042,-5935,-5939
MTR_502,20221014,218000,123087,4,123873,123877,94127,-786,-790
MTR_502,20221015,158300,151185,4,152044,152048,6256,-859,-863
MTR_502,20221017,91000,84378,0,84918,84918,6082,-540,-540
MTR_502,20221018,89000,83383,0,83904,83904,5096,-521,-521
MTR_502,20221019,39000,35737,1,35956,35957,3044,-219,-220
MTR_502,20221020,7000,4961,98997,4991,103988,2009,-30,-99027
MTR_502,20221021,82000,69502,2,69922,69924,12078,-420,-422
MTR_502,20221022,116000,89357,2,89929,89931,26071,-572,-574
MTR_502,20221024,185000,104212,8,104915,104923,80085,-703,-711
MTR_502,20221025,88000,75462,4,75919,75923,12081,-457,-461
MTR_502,20221026,196000,116188,9,116882,116891,79118,-694,-703
MTR_502,20221027,111000,86379,5,86908,86913,24092,-529,-534
MTR_502,20221028,65000,64542,3,64936,64939,64,-394,-397
MTR_502,20221029,148000,123132,4,123869,123873,24131,-737,-741
MTR_502,20221030,32000,31780,-1,31979,31978,21,-199,-198
MTR_502,20221031,130000,124145,4,124862,124866,5138,-717,-721
MTR_502,20221101,55000,54625,2,54923,54925,77,-298,-300
MTR_502,20221102,180100,162023,6,162965,162971,17135,-942,-948
MTR_502,20221103,94000,69548,4,69921,69925,24079,-373,-377
MTR_502,20221104,135100,129293,2,129947,129949,5153,-654,-656
MTR_502,20221105,66000,59632,1,59945,59946,6055,-313,-314
MTR_502,20221106,34100,33871,1,34048,34049,52,-177,-178
MTR_502,20221107,167100,99523,10,100002,100012,67098,-479,-489
MTR_502,20221108,203100,101512,10,101991,102001,101109,-479,-489
MTR_502,20221109,127000,67623,19,67962,67981,59038,-339,-358
MTR_502,20221110,152000,139261,2,139927,139929,12073,-666,-668
MTR_502,20221111,185000,149122,0,149894,149894,35106,-772,-772
MTR_502,20221112,102848,90393,2,90763,90765,12085,-370,-372
MTR_502,20221113,67100,66762,0,67086,67086,14,-324,-324
MTR_502,20221114,105100,98615,-1,98988,98987,6112,-373,-372
MTR_502,20221115,107000,82585,2,82938,82940,24062,-353,-355
MTR_502,20221116,176000,109461,7,109928,109935,66072,-467,-474
MTR_502,20221117,215900,204901,4,197930,197934,17970,6971,6967
MTR_502,20221118,229200,174410,7,175026,175033,54174,-616,-623
MTR_502,20221119,31000,30873,2,30969,30971,31,-96,-98
MTR_502,20221120,68100,67860,0,68054,68054,46,-194,-194
MTR_502,20221121,144000,119587,13,119902,119915,24098,-315,-328
MTR_502,20221122,121100,120687,1,120982,120983,118,-295,-296
MTR_502,20221123,98000,97660,2,97934,97936,66,-274,-276
MTR_502,20221124,118100,109734,0,101701,101701,16399,8033,8033
MTR_502,20221125,123100,113532,0,113969,113969,9131,-437,-437
MTR_502,20221126,61000,60693,0,60924,60924,76,-231,-231
MTR_502,20221128,60000,59726,2,59934,59936,66,-208,-210
MTR_502,20221129,62000,49789,0,49951,49951,12049,-162,-162
MTR_502,20221130,220100,111675,9,112036,112045,108064,-361,-370
MTR_502,20221201,103100,90787,2,83978,83980,19122,6809,6807
MTR_502,20221202,137300,122915,4,123129,123133,14171,-214,-218
MTR_502,20221203,311000,176502,10,176886,176896,134114,-384,-394
MTR_502,20221204,146100,87860,-2,88022,88020,58078,-162,-160
MTR_502,20221205,246000,91760,23,91910,91933,154090,-150,-173
MTR_502,20221206,161100,158702,-1,158967,158966,2133,-265,-264
MTR_502,20221207,243120,189635,3,189994,189997,53126,-359,-362
MTR_502,20221208,126000,120674,1,120914,120915,5086,-240,-241
MTR_502,20221209,137322,116989,3,111922,111925,25400,5067,5064
MTR_502,20221210,98000,91735,3,91917,91920,6083,-182,-185
MTR_502,20221211,110200,92970,2,93069,93071,17131,-99,-101
MTR_502,20221212,88000,58847,91,58939,59030,29061,-92,-183
MTR_502,20221213,179200,70994,63,71127,71190,108073,-133,-196
MTR_502,20221214,57100,56917,298,56946,57244,154,-29,-327
MTR_502,20221215,86000,81763,5,81956,81961,4044,-193,-198
MTR_502,20221216,281000,130679,36,130885,130921,150115,-206,-242
MTR_502,20221217,173100,115827,35,115972,116007,57128,-145,-180
MTR_502,20221218,15000,14969,388,14982,15370,18,-13,-401
MTR_502,20221219,102000,77843,59,77923,77982,24077,-80,-139
MTR_502,20221220,163000,95807,6,95931,95937,67069,-124,-130
MTR_502,20221221,54000,47897,8,47951,47959,6049,-54,-62
MTR_502,20221222,129000,111753,9,111931,111940,17069,-178,-187
MTR_502,20221223,135200,107896,5361,108000,113361,27200,-104,-5465
MTR_502,20221224,83100,70970,324,70977,71301,12123,-7,-331
MTR_502,20221225,133100,99894,1,100165,100166,32935,-271,-272
MTR_502,20221226,139000,78843,13,78912,78925,60088,-69,-82
MTR_502,20221227,135000,134728,122,134927,135049,73,-199,-321
MTR_502,20221228,114000,109812,14,109906,109920,4094,-94,-108
MTR_502,20221229,200000,107855,138,107913,108051,92087,-58,-196
MTR_502,20221230,94000,71908,97,71921,72018,22079,-13,-110
MTR_502,20221231,63000,58934,2,58928,58930,4072,6,4
MTR_502,20230101,125200,123018,3,126085,126088,-885,-3067,-3070
MTR_502,20230102,197100,185765,38,185927,185965,11173,-162,-200
MTR_502,20230103,225000,141717,160,141911,142071,83089,-194,-354
MTR_502,20230104,36000,35940,2,35950,35952,50,-10,-12
MTR_502,20230105,172200,113985,0,114046,114046,58154,-61,-61
MTR_502,20230106,149100,142933,1,142951,142952,6149,-18,-19
MTR_502,20230107,76000,75988,1,75922,75923,78,66,65
MTR_502,20230108,186300,118092,44,118098,118142,68202,-6,-50
MTR_502,20230109,163300,150914,181,151097,151278,12203,-183,-364
MTR_502,20230110,192000,186610,211,186930,187141,5070,-320,-531
MTR_502,20230111,173000,104832,173,104966,105139,68034,-134,-307
MTR_502,20230112,134100,109976,6,109997,110003,24103,-21,-27
MTR_502,20230113,121000,94936,-1,94928,94927,26072,8,9
MTR_502,20230114,27000,26981,3,26974,26977,26,7,4
MTR_502,20230115,67000,66885,1,66993,66994,7,-108,-109
MTR_502,20230116,63000,62984,1,62947,62948,53,37,36
MTR_502,20230117,126100,124065,2,125979,125981,121,-1914,-1916
MTR_502,20230118,98100,83088,0,80985,80985,17115,2103,2103
MTR_502,20230119,76000,73030,-2,72910,72908,3090,120,122
MTR_502,20230120,142100,122154,0,122019,122019,20081,135,135
MTR_502,20230121,89000,46017,1,45944,45945,43056,73,72
MTR_502,20230122,92000,84975,2,84967,84969,7033,8,6
MTR_502,20230123,166100,166188,1,165965,165966,135,223,222
MTR_502,20230124,93000,93124,1,92929,92930,71,195,194
MTR_502,20230125,112100,112297,1,112035,112036,65,262,261
MTR_502,20230126,190100,157453,0,156950,156950,33150,503,503
MTR_502,20230127,186000,186426,-1,185888,185887,112,538,539
MTR_502,20230128,47000,40103,2,39960,39962,7040,143,141
MTR_502,20230129,34100,34169,0,34040,34040,60,129,129
MTR_502,20230130,246100,171607,2,170949,170951,75151,658,656
MTR_502,20230131,78000,71158,0,70958,70958,7042,200,200
MTR_502,20230201,103100,98257,0,98017,98017,5083,240,240
MTR_502,20230202,157100,157410,1,154925,154926,2175,2485,2484
MTR_502,20230203,134000,130231,124,129899,130023,4101,332,208
MTR_502,20230204,78000,73135,28,72919,72947,5081,216,188
MTR_502,20230205,118400,118509,53,118482,118535,-82,27,-26
MTR_502,20230206,95400,95450,7,61022,61029,34378,34428,34421
MTR_502,20230207,111100,100215,77,99969,100046,11131,246,169
MTR_502,20230208,186100,186318,76,185909,185985,191,409,333
MTR_502,20230209,104100,104249,17,104041,104058,59,208,191
MTR_502,20230210,134200,132309,5,131973,131978,2227,336,331
MTR_502,20230211,36000,33055,92,32965,33057,3035,90,-2
MTR_502,20230212,118200,118308,2,118118,118120,82,190,188
MTR_502,20230213,94100,94195,141,93978,94119,122,217,76
